"","�..Tipo","Bairro","Quartos","Vagas","Suites","Area","Valor","Condominio","IPTU"
"15744","Apartamento","Ipanema",3,1,1,140,12900,1580,280
"15745","Apartamento","Recreio dos Bandeirantes",3,2,1,87,1600,521,NA
"15746","Apartamento","Copacabana",1,0,0,36,1100,805,70
"15747","Apartamento","Copacabana",2,1,0,80,2300,700,260
"15748","Loja Shopping/ Ct Comercial","Barra da Tijuca",0,1,0,27,1000,1185,650
"15749","Conjunto Comercial/Sala","Campo Grande",0,0,0,25,800,350,NA
"15750","Apartamento","Freguesia (Jacarepaguá)",2,1,0,60,900,400,NA
"15751","Apartamento","Recreio dos Bandeirantes",2,1,1,62,1700,915,145
"15752","Apartamento","Recreio dos Bandeirantes",3,2,2,200,3000,1015,300
"15753","Apartamento","Jacarepaguá",3,1,1,82,2600,757,85
"15754","Apartamento","Botafogo",3,2,1,115,3900,980,NA
"15755","Flat","Ipanema",1,1,0,44,3500,2117,3127
"15756","Apartamento","Tijuca",3,2,1,185,3400,1495,280
"15757","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,38,1400,320,85
"15758","Apartamento","Tijuca",2,1,0,88,1200,640,NA
"15759","Apartamento","Barra da Tijuca",2,1,1,70,2300,950,1100
"15760","Casa de Vila","Guadalupe",1,0,0,40,650,NA,10
"15761","Apartamento","Tijuca",3,0,0,80,1300,748,75
"15762","Quitinete","Botafogo",1,0,0,14,850,366,25
"15763","Conjunto Comercial/Sala","Centro",0,0,0,400,10000,9000,NA
"15764","Conjunto Comercial/Sala","Centro",0,0,0,4900,367500,104762,17738
"15765","Conjunto Comercial/Sala","Vila da Penha",0,1,0,25,900,650,NA
"15766","Apartamento","Leblon",3,2,1,240,16500,4100,722
"15767","Casa","Cachambi",2,1,1,77,1300,NA,NA
"15768","Apartamento","Barra da Tijuca",2,1,1,98,2900,1080,270
"15769","Apartamento","Flamengo",1,0,0,50,1700,360,NA
"15770","Conjunto Comercial/Sala","Centro",0,0,0,30,600,955,114
"15771","Flat","Leblon",1,1,1,50,4200,1680,272
"15772","Apartamento","Copacabana",3,2,0,156,5000,1600,320
"15773","Apartamento","Campo Grande",3,0,0,58,800,270,NA
"15774","Conjunto Comercial/Sala","Centro",0,8,0,650,10000,15737,3236
"15775","Conjunto Comercial/Sala","Centro",0,0,0,260,12000,5110,137
"15776","Apartamento","Santa Teresa",3,0,1,100,2250,420,50
"15777","Apartamento","Pechincha",2,0,0,51,1200,650,60
"15778","Apartamento","São Conrado",3,2,3,196,8000,2874,1048
"15779","Apartamento","Copacabana",4,0,0,156,4000,2050,300
"15780","Apartamento","Leblon",3,2,1,140,6500,3990,438
"15781","Apartamento","Recreio dos Bandeirantes",3,2,1,95,1900,583,197
"15782","Apartamento","Ipanema",3,1,2,120,7000,800,210
"15783","Conjunto Comercial/Sala","Centro",0,2,0,65,1000,1680,315
"15784","Conjunto Comercial/Sala","Copacabana",0,1,0,170,7000,3400,929
"15785","Apartamento","Tijuca",2,0,0,70,1900,250,60
"15786","Conjunto Comercial/Sala","Centro",0,0,0,300,22500,3380,NA
"15787","Conjunto Comercial/Sala","Barra da Tijuca",0,6,0,308,17000,6200,1300
"15788","Apartamento","Catete",2,0,1,71,2000,725,NA
"15789","Apartamento","Engenho da Rainha",2,1,0,55,1000,560,NA
"15790","Apartamento","Barra da Tijuca",2,1,1,90,4000,2597,NA
"15791","Apartamento","São Francisco Xavier",3,0,1,73,1500,300,NA
"15792","Apartamento","Ipanema",3,3,1,300,22000,4000,1000
"15793","Apartamento","Recreio dos Bandeirantes",3,2,1,101,2800,950,120
"15794","Loja/Salão","Recreio dos Bandeirantes",0,0,0,527,38000,NA,4724
"15795","Galpão/Depósito/Armazém","Santa Cruz",0,12,0,5800,50000,NA,2100
"15796","Terreno Padrão","Caju",0,0,0,13500,47000,NA,2678
"15797","Apartamento","Méier",2,0,0,64,1100,685,NA
"15798","Apartamento","Barra da Tijuca",4,2,2,168,4700,2060,510
"15799","Apartamento","Barra da Tijuca",4,2,4,192,6990,2400,505
"15800","Apartamento","Ipanema",2,1,1,140,6500,1800,500
"15801","Apartamento","Leme",1,0,0,32,1500,550,58
"15802","Conjunto Comercial/Sala","Humaitá",0,1,0,490,44100,17000,5240
"15803","Apartamento","Tijuca",1,1,1,40,1000,594,NA
"15804","Conjunto Comercial/Sala","Barra da Tijuca",0,4,0,86,5700,2541,677
"15805","Apartamento","Leblon",3,1,0,100,6000,1711,213
"15806","Casa","Gávea",3,1,3,450,18000,NA,1000
"15807","Apartamento","Leblon",2,1,0,77,4000,1133,2000
"15808","Apartamento","Tijuca",1,0,0,58,1100,408,NA
"15809","Apartamento","Barra da Tijuca",2,2,0,60,1400,790,NA
"15810","Apartamento","Barra da Tijuca",2,1,1,80,1800,1360,340
"15811","Apartamento","Ipanema",3,1,0,118,5000,1542,247
"15812","Apartamento","Ipanema",2,1,0,75,2900,750,162
"15813","Apartamento","Camorim",3,1,1,75,1700,600,80
"15814","Conjunto Comercial/Sala","Freguesia (Jacarepaguá)",0,1,0,25,700,438,560
"15815","Apartamento","Flamengo",3,1,1,224,5400,1743,621
"15816","Apartamento","Copacabana",3,1,0,120,3200,1600,280
"15817","Apartamento","Copacabana",3,0,1,130,3500,1000,220
"15818","Apartamento","Barra da Tijuca",1,1,0,64,1600,960,180
"15819","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,27,400,640,125
"15820","Apartamento","Leblon",3,2,2,205,17000,6000,772
"15821","Apartamento","Barra da Tijuca",3,2,2,290,4500,3988,688
"15822","Apartamento","Engenho Novo",2,1,0,60,1000,400,NA
"15823","Apartamento","Riachuelo",2,1,0,54,800,575,14
"15824","Apartamento","Jacarepaguá",3,1,1,100,2400,1400,NA
"15825","Apartamento","Grajaú",3,2,1,99,2300,820,NA
"15826","Apartamento","Barra da Tijuca",2,1,1,80,2300,1000,NA
"15827","Apartamento","Tijuca",3,1,1,149,2500,1100,NA
"15828","Apartamento","Urca",2,0,0,65,2700,715,126
"15829","Casa de Condomínio","Freguesia (Jacarepaguá)",3,2,3,160,3000,900,198
"15830","Flat","Lagoa",1,1,1,60,2800,1465,460
"15831","Conjunto Comercial/Sala","Centro",0,0,0,306,22950,4896,NA
"15832","Apartamento","Ipanema",4,2,4,350,25000,2000,400
"15833","Apartamento","Méier",2,0,0,46,800,150,16
"15834","Conjunto Comercial/Sala","Centro",0,0,0,32,600,450,90
"15835","Apartamento","Engenho Novo",2,1,1,65,1200,500,39
"15836","Apartamento","Copacabana",3,0,1,160,3900,726,122
"15837","Flat","Lagoa",2,1,0,70,2000,1200,3009
"15838","Apartamento","Copacabana",4,0,0,130,3000,1043,771
"15839","Apartamento","Copacabana",3,2,2,160,7000,1200,2000
"15840","Loja/Salão","Campo Grande",0,0,0,36,880,NA,NA
"15841","Apartamento","Freguesia (Jacarepaguá)",3,1,1,96,2000,610,115
"15842","Casa de Condomínio","Barra da Tijuca",4,5,2,410,10000,1100,850
"15843","Apartamento","Santa Teresa",2,0,0,60,1500,412,NA
"15844","Conjunto Comercial/Sala","Centro",0,1,0,460,22999,12334,1000
"15845","Apartamento","Flamengo",3,0,0,140,3100,1160,237
"15846","Loja/Salão","Campo Grande",0,0,0,90,10000,510,NA
"15847","Casa de Condomínio","Recreio dos Bandeirantes",3,0,3,280,10000,1200,6000
"15848","Apartamento","Flamengo",1,1,1,120,3200,2200,357
"15849","Loja/Salão","Barra da Tijuca",0,1,0,119,6565,3873,1157
"15850","Loja/Salão","Recreio dos Bandeirantes",0,1,0,100,3000,1500,NA
"15851","Apartamento","Botafogo",3,2,1,157,4400,1950,364
"15852","Conjunto Comercial/Sala","Centro",0,0,0,340,15343,7439,2013
"15853","Casa Comercial","Botafogo",0,0,0,250,16000,NA,NA
"15854","Apartamento","Ipanema",3,1,1,160,6500,2500,417
"15855","Conjunto Comercial/Sala","Campo Grande",0,1,0,40,1050,115,154
"15856","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,38,1000,954,367
"15857","Quitinete","Glória",1,0,0,25,1700,380,20
"15858","Conjunto Comercial/Sala","Centro",0,3,0,1294,122930,32350,NA
"15859","Apartamento","Campo Grande",2,0,0,55,800,60,NA
"15860","Apartamento","Vila da Penha",1,0,0,37,700,50,NA
"15861","Apartamento","Copacabana",3,2,1,255,7000,2100,360
"15862","Conjunto Comercial/Sala","Barra da Tijuca",0,0,0,20,1200,346,NA
"15863","Apartamento","Barra da Tijuca",5,4,4,400,12500,1820,1700
"15864","Apartamento","Lagoa",2,2,2,160,5800,2505,430
"15865","Apartamento","Ipanema",3,1,1,102,8500,1170,337
"15866","Apartamento","Ipanema",2,1,1,140,6500,1800,500
"15867","Loja/Salão","Botafogo",0,0,0,610,35000,NA,4500
"15868","Casa de Condomínio","Barra da Tijuca",5,6,5,900,35000,2800,14468
"15869","Apartamento","Tomás Coelho",2,0,0,80,1160,NA,NA
"15870","Conjunto Comercial/Sala","Centro",0,0,0,326,14000,5300,1602
"15871","Apartamento","Jacarepaguá",2,1,0,75,1300,580,75
"15872","Apartamento","Vaz Lobo",2,0,0,65,600,350,1
"15873","Conjunto Comercial/Sala","Centro",0,0,0,300,10000,6800,13000
"15874","Conjunto Comercial/Sala","Centro",0,0,0,36,600,1300,100
"15875","Galpão/Depósito/Armazém","São Cristóvão",0,20,0,2525,60000,NA,6200
"15876","Apartamento","Copacabana",3,1,1,200,8500,1296,305
"15877","Casa","Méier",3,0,0,230,1800,NA,NA
"15878","Apartamento","Rio Comprido",3,1,0,110,2000,500,NA
"15879","Conjunto Comercial/Sala","Barra da Tijuca",0,2,0,63,1900,1800,200
"15880","Apartamento","Barra da Tijuca",3,2,1,220,5900,2800,800
"15881","Apartamento","Bonsucesso",2,0,0,64,1000,415,NA
"15882","Loja/Salão","Centro",0,0,0,603,15000,7494,3092
"15883","Apartamento","Laranjeiras",3,1,1,93,3000,1500,NA
"15884","Flat","Barra da Tijuca",1,2,1,71,2200,1723,4400
"15885","Apartamento","Engenho Novo",2,0,0,86,1500,280,75
"15886","Apartamento","Copacabana",3,1,0,90,3900,1000,1
"15887","Conjunto Comercial/Sala","Centro",0,0,0,70,1700,1600,297
"15888","Apartamento","Maria da Graça",2,1,0,50,1500,NA,NA
"15889","Apartamento","Barra da Tijuca",4,3,4,198,6000,2000,5000
"15890","Apartamento","Jardim Guanabara",2,1,0,65,1300,540,NA
"15891","Apartamento","Ipanema",2,2,1,130,16000,1530,525
"15892","Apartamento","Leblon",3,1,0,100,4000,1373,195
"15893","Conjunto Comercial/Sala","Barra da Tijuca",0,0,0,36,1690,770,146
"15894","Apartamento","Leblon",3,1,0,142,7000,1700,582
"15895","Conjunto Comercial/Sala","Recreio dos Bandeirantes",0,5,0,120,3500,2600,NA
"15896","Apartamento","Tijuca",3,1,0,100,2300,766,NA
"15897","Apartamento","Barra da Tijuca",3,3,3,251,10000,2990,500
"15898","Galpão/Depósito/Armazém","Olaria",0,3,0,400,5500,NA,300
"15899","Apartamento","Ipanema",4,1,2,344,18000,2060,NA
"15900","Conjunto Comercial/Sala","Freguesia (Jacarepaguá)",0,1,0,25,600,380,56
"15901","Apartamento","Laranjeiras",2,1,0,82,2200,710,NA
"15902","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,27,1500,NA,NA
"15903","Apartamento","Copacabana",4,0,1,200,4500,1939,3300
"15904","Apartamento","Recreio dos Bandeirantes",4,2,3,122,2391,1200,NA
"15905","Apartamento","Riachuelo",3,1,1,89,1450,404,150
"15906","Conjunto Comercial/Sala","Centro",0,0,0,340,12000,3330,1435
"15907","Apartamento","Leblon",3,1,1,100,5900,1200,NA
"15908","Apartamento","Lagoa",2,1,1,90,3500,1330,305
"15909","Apartamento","Tijuca",3,1,1,85,2500,NA,NA
"15910","Loja/Salão","Botafogo",0,4,0,231,30000,798,2545
"15911","Apartamento","Leblon",3,3,1,150,14000,2600,500
"15912","Conjunto Comercial/Sala","Centro",0,0,0,33,800,480,67
"15913","Apartamento","Barra da Tijuca",1,2,1,124,3400,980,316
"15914","Conjunto Comercial/Sala","Copacabana",3,1,0,130,4000,1050,417
"15915","Quitinete","Cordovil",1,0,0,30,400,NA,NA
"15916","Apartamento","Botafogo",2,1,1,75,3600,712,181
"15917","Conjunto Comercial/Sala","Barra da Tijuca",0,0,0,200,10000,5500,NA
"15918","Apartamento","Botafogo",3,0,0,65,2500,645,126
"15919","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,54,3200,1290,371
"15920","Conjunto Comercial/Sala","Freguesia (Jacarepaguá)",0,1,0,24,560,424,NA
"15921","Loja/Salão","Barra da Tijuca",0,1,0,100,2000,2260,5321
"15922","Apartamento","Engenho de Dentro",2,1,0,65,1100,410,150
"15923","Apartamento","Taquara",2,1,0,62,900,260,NA
"15924","Loja Shopping/ Ct Comercial","Ipanema",0,0,0,30,1000,700,311
"15925","Apartamento","Santa Teresa",1,0,0,51,1300,284,NA
"15926","Quitinete","Vila da Penha",1,0,0,25,550,NA,NA
"15927","Conjunto Comercial/Sala","Centro",0,0,0,35,600,395,80
"15928","Conjunto Comercial/Sala","Centro",0,0,0,66,2000,2074,340
"15929","Conjunto Comercial/Sala","Tijuca",0,1,0,23,800,290,NA
"15930","Apartamento","Botafogo",3,1,1,45,5700,1340,348
"15931","Casa Comercial","Botafogo",0,0,0,210,15000,NA,NA
"15932","Casa","Campo Grande",3,1,0,90,950,NA,NA
"15933","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,30,1300,850,210
"15934","Loja/Salão","Engenho de Dentro",0,0,0,28,1100,NA,NA
"15935","Casa de Condomínio","Guaratiba",2,3,1,120,1500,50,2
"15936","Conjunto Comercial/Sala","Jacarepaguá",0,0,0,29,700,520,82
"15937","Flat","Botafogo",2,1,1,67,3000,1725,531
"15938","Apartamento","Barra da Tijuca",3,2,1,175,4000,1604,3600
"15939","Apartamento","Ramos",3,0,0,80,1100,350,NA
"15940","Apartamento","Higienópolis",1,0,0,45,800,NA,NA
"15941","Apartamento","Copacabana",3,2,1,156,3500,1706,356
"15942","Conjunto Comercial/Sala","Copacabana",0,0,0,27,1000,520,101
"15943","Apartamento","Copacabana",2,0,0,90,2380,722,198
"15944","Conjunto Comercial/Sala","Copacabana",0,1,0,35,1500,943,367
"15945","Apartamento","Méier",2,1,0,60,1000,480,230
"15946","Apartamento","Recreio dos Bandeirantes",2,1,1,68,1900,850,870
"15947","Apartamento","Copacabana",4,1,2,300,7500,2200,862
"15948","Apartamento","Botafogo",2,1,1,86,2600,980,NA
"15949","Conjunto Comercial/Sala","Barra da Tijuca",0,3,0,126,5900,2681,874
"15950","Casa","Barra da Tijuca",4,4,2,600,30000,1050,1300
"15951","Quitinete","Copacabana",1,0,0,21,700,508,NA
"15952","Apartamento","Ipanema",2,0,0,72,3300,670,NA
"15953","Apartamento","Copacabana",3,0,0,94,2150,1200,227
"15954","Apartamento","Copacabana",3,1,1,110,5000,1160,125
"15955","Apartamento","Barra da Tijuca",3,2,1,209,14000,1900,NA
"15956","Apartamento","Vila Isabel",2,1,0,45,1500,760,22
"15957","Conjunto Comercial/Sala","Barra da Tijuca",0,2,0,72,3200,1500,300
"15958","Galpão/Depósito/Armazém","Maracanã",0,600,0,6554,35000,NA,14979
"15959","Conjunto Comercial/Sala","Centro",0,0,0,123,4500,2080,419
"15960","Apartamento","Ipanema",1,0,0,60,2800,700,78
"15961","Conjunto Comercial/Sala","Centro",0,0,0,35,550,466,115
"15962","Apartamento","Leblon",4,2,2,250,17950,5000,620
"15963","Apartamento","Ipanema",3,1,1,160,4500,1200,135
"15964","Apartamento","Jardim Botânico",3,1,0,120,3300,924,216
"15965","Apartamento","Jardim Guanabara",2,1,0,65,1800,500,20
"15966","Apartamento","Quintino Bocaiúva",2,0,0,45,700,129,78
"15967","Apartamento","Recreio dos Bandeirantes",2,1,2,65,1300,796,143
"15968","Apartamento","Barra da Tijuca",4,3,1,325,20000,3700,2000
"15969","Casa","Méier",4,5,3,357,5900,NA,3759
"15970","Apartamento","Lagoa",2,1,1,96,4500,960,290
"15971","Apartamento","Lagoa",1,1,0,43,2400,1500,167
"15972","Apartamento","Barra da Tijuca",2,1,1,115,5000,2640,573
"15973","Loja/Salão","Copacabana",0,0,0,220,12000,4100,NA
"15974","Apartamento","Tijuca",2,1,1,90,1900,1050,108
"15975","Apartamento","Copacabana",1,0,0,22,1600,450,NA
"15976","Casa de Condomínio","Taquara",3,0,1,800,10000,150,2400
"15977","Casa","Bangu",2,2,0,110,1650,NA,NA
"15978","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,32,750,872,210
"15979","Conjunto Comercial/Sala","Centro",0,0,0,330,12810,2140,1103
"15980","Apartamento","Laranjeiras",3,0,0,115,2600,750,193
"15981","Conjunto Comercial/Sala","Vicente de Carvalho",0,9,0,24,600,670,NA
"15982","Quitinete","Glória",0,0,0,26,800,325,290
"15983","Loja/Salão","Leblon",0,0,0,443,25000,3500,5758
"15984","Apartamento","Lagoa",2,1,0,110,3800,1057,439
"15985","Apartamento","Leme",1,0,0,32,2000,558,569
"15986","Apartamento","Freguesia (Jacarepaguá)",3,1,1,105,2100,700,155
"15987","Conjunto Comercial/Sala","Ipanema",0,1,0,38,2300,943,307
"15988","Loja Shopping/ Ct Comercial","Tijuca",0,0,0,50,1400,2200,2500
"15989","Apartamento","Copacabana",3,1,0,100,4500,1350,350
"15990","Apartamento","Copacabana",2,0,0,79,2800,830,113
"15991","Apartamento","Ipanema",2,1,0,98,3800,1870,238
"15992","Apartamento","Jacarepaguá",2,1,1,76,2800,704,NA
"15993","Conjunto Comercial/Sala","Barra da Tijuca",0,2,0,72,2500,2580,730
"15994","Apartamento","Copacabana",2,0,0,80,3200,470,183
"15995","Conjunto Comercial/Sala","Barra da Tijuca",0,3,0,89,1950,3504,725
"15996","Apartamento","Recreio dos Bandeirantes",3,3,2,400,4500,700,NA
"15997","Conjunto Comercial/Sala","Campo Grande",0,0,0,22,700,330,NA
"15998","Apartamento","Tijuca",2,0,0,75,1350,400,21
"15999","Apartamento","Copacabana",3,0,0,80,3000,600,160
"16000","Conjunto Comercial/Sala","Gávea",0,1,0,140,20000,4700,1500
"16001","Loja/Salão","Copacabana",0,0,0,130,15000,150,NA
"16002","Apartamento","Ipanema",1,2,1,91,5200,2605,592
"16003","Apartamento","Tanque",1,0,0,45,750,75,NA
"16004","Loja/Salão","Barra da Tijuca",0,0,0,200,17000,500,2680
"16005","Apartamento","Copacabana",1,0,0,28,1600,470,29
"16006","Conjunto Comercial/Sala","Del Castilho",0,1,0,30,1000,735,NA
"16007","Apartamento","Flamengo",3,1,0,100,4200,770,267
"16008","Galpão/Depósito/Armazém","Vila da Penha",0,10,0,700,6500,NA,NA
"16009","Conjunto Comercial/Sala","Barra da Tijuca",0,3,0,64,2100,1200,240
"16010","Casa de Condomínio","Recreio dos Bandeirantes",5,3,5,300,6000,500,NA
"16011","Apartamento","Copacabana",1,0,0,60,2000,560,132
"16012","Quitinete","Centro",0,0,0,25,700,332,20
"16013","Apartamento","Barra da Tijuca",3,2,2,145,3500,1500,380
"16014","Apartamento","Barra da Tijuca",4,3,2,240,7000,2056,441
"16015","Apartamento","Barra da Tijuca",2,1,1,65,2200,1170,130
"16016","Conjunto Comercial/Sala","Recreio dos Bandeirantes",0,1,0,24,590,470,177
"16017","Apartamento","Botafogo",3,2,1,110,4000,1200,230
"16018","Casa de Condomínio","Freguesia (Jacarepaguá)",3,1,2,130,2000,240,60
"16019","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,32,1000,1079,NA
"16020","Conjunto Comercial/Sala","Centro",0,0,0,1601,152133,30427,NA
"16021","Apartamento","Recreio dos Bandeirantes",5,2,4,330,4200,1200,9600
"16022","Apartamento","Barra da Tijuca",4,2,1,146,4900,1800,350
"16023","Casa Comercial","Vila Kosmos",3,1,0,72,2500,NA,NA
"16024","Prédio Inteiro","Taquara",0,0,0,400,12000,NA,1400
"16025","Casa de Condomínio","Barra da Tijuca",4,2,4,500,9500,2100,1357
"16026","Conjunto Comercial/Sala","Jacarepaguá",0,1,0,26,1430,825,441
"16027","Conjunto Comercial/Sala","Recreio dos Bandeirantes",0,1,0,26,900,590,NA
"16028","Casa","Campo Grande",3,0,1,80,1200,NA,NA
"16029","Apartamento","Barra da Tijuca",4,3,0,291,10000,5100,1710
"16030","Galpão/Depósito/Armazém","Padre Miguel",0,0,0,360,3500,NA,NA
"16031","Apartamento","Ipanema",4,1,2,340,13500,2664,NA
"16032","Apartamento","Recreio dos Bandeirantes",3,2,1,181,5999,NA,NA
"16033","Conjunto Comercial/Sala","Centro",0,0,0,35,1000,449,84
"16034","Conjunto Comercial/Sala","Centro",0,0,0,310,12500,5200,634
"16035","Loja/Salão","Andaraí",0,0,0,40,1400,NA,NA
"16036","Apartamento","Botafogo",2,1,1,103,5700,1310,349
"16037","Casa","Barra da Tijuca",3,0,3,400,4000,776,NA
"16038","Apartamento","São Conrado",4,3,1,200,7000,2200,500
"16039","Apartamento","Botafogo",1,0,0,60,1950,710,100
"16040","Apartamento","Leblon",3,0,0,110,4500,500,NA
"16041","Apartamento","Ipanema",2,1,1,75,5300,852,180
"16042","Conjunto Comercial/Sala","Ipanema",0,1,0,115,11000,3277,691
"16043","Casa de Condomínio","Bangu",3,1,0,100,1500,NA,NA
"16044","Terreno Padrão","Barra da Tijuca",0,0,0,500,15000,NA,NA
"16045","Apartamento","Recreio dos Bandeirantes",2,1,0,85,2000,650,930
"16046","Apartamento","Barra da Tijuca",2,1,1,83,2300,1100,210
"16047","Apartamento","Ipanema",2,1,0,100,4500,770,940
"16048","Conjunto Comercial/Sala","Barra da Tijuca",0,2,0,71,2500,2540,712
"16049","Apartamento","Laranjeiras",2,1,1,60,1800,1150,132
"16050","Apartamento","Laranjeiras",2,1,0,65,1700,1250,240
"16051","Apartamento","Copacabana",3,1,2,230,12000,1025,200
"16052","Apartamento","Rio Comprido",3,1,0,92,1600,380,68
"16053","Apartamento","Barra da Tijuca",4,3,4,152,5000,NA,NA
"16054","Apartamento","Barra da Tijuca",3,2,2,200,8000,2800,NA
"16055","Conjunto Comercial/Sala","Centro",0,0,0,292,8000,7200,1700
"16056","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,100,2900,1470,840
"16057","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,54,2000,1756,NA
"16058","Apartamento","Barra da Tijuca",3,1,1,143,3500,1750,340
"16059","Casa","Pechincha",3,3,3,250,3900,350,70
"16060","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,36,1100,1290,NA
"16061","Apartamento","Ipanema",4,4,4,500,35000,13000,1200
"16062","Apartamento","Laranjeiras",1,2,0,82,3000,1391,130
"16063","Conjunto Comercial/Sala","Tijuca",0,1,0,33,1000,771,79
"16064","Apartamento","Copacabana",2,2,2,88,5500,1300,NA
"16065","Loja/Salão","Recreio dos Bandeirantes",0,1,0,54,3000,550,264
"16066","Casa","Bangu",2,1,0,75,850,NA,NA
"16067","Apartamento","Recreio dos Bandeirantes",3,3,2,400,4000,750,NA
"16068","Apartamento","Recreio dos Bandeirantes",2,2,1,84,2500,624,156
"16069","Casa de Condomínio","Taquara",3,2,1,112,1900,325,1189
"16070","Apartamento","São Conrado",4,0,0,180,7000,2500,335
"16071","Apartamento","Lagoa",2,1,0,81,3800,770,120
"16072","Casa de Condomínio","Barra da Tijuca",4,4,4,280,10000,1000,529
"16073","Apartamento","Recreio dos Bandeirantes",2,1,1,73,1300,950,120
"16074","Conjunto Comercial/Sala","Centro",0,0,0,190,4500,1800,600
"16075","Apartamento","Ipanema",2,2,1,100,11000,2000,500
"16076","Quitinete","Copacabana",1,0,0,31,950,450,55
"16077","Apartamento","Copacabana",1,0,0,35,2400,750,NA
"16078","Apartamento","Barra da Tijuca",3,2,1,117,3500,1705,319
"16079","Casa de Condomínio","Taquara",4,1,0,110,1750,550,993
"16080","Casa Comercial","Vila Isabel",0,2,0,216,4500,NA,386
